1000	8.34465e-07	8.34465e-05
2000	1.19209e-07	1.19209e-05
3000	5.96046e-07	5.96046e-05
4000	3.57628e-07	3.57628e-05
5000	4.76837e-07	4.76837e-05
6000	7.15256e-07	7.15256e-05
7000	9.53674e-07	9.53674e-05
8000	7.15256e-07	7.15256e-05
9000	1.66893e-06	0.000166893
10000	8.34465e-07	8.34465e-05
11000	8.34465e-07	8.34465e-05
12000	9.53674e-07	9.53674e-05
13000	7.15256e-07	7.15256e-05
14000	1.78814e-07	1.78814e-05
15000	2.98023e-07	2.98023e-05
16000	2.02656e-06	0.000202656
17000	7.15256e-07	7.15256e-05
18000	2.38419e-07	2.38419e-05
19000	2.98023e-07	2.98023e-05
20000	2.14577e-06	0.000214577
21000	1.01328e-06	0.000101328
22000	1.54972e-06	0.000154972
23000	2.74181e-06	0.000274181
24000	1.19209e-06	0.000119209
25000	1.13249e-06	0.000113249
26000	1.54972e-06	0.000154972
27000	8.9407e-07	8.9407e-05
28000	4.64916e-06	0.000464916
29000	1.3113e-06	0.00013113
30000	2.20537e-06	0.000220537
31000	1.3113e-06	0.00013113
32000	5.36442e-07	5.36442e-05
33000	8.9407e-07	8.9407e-05
34000	2.26498e-06	0.000226498
35000	3.51667e-06	0.000351667
36000	2.92063e-06	0.000292063
37000	2.38419e-06	0.000238419
38000	5.36442e-06	0.000536442
39000	3.8743e-06	0.00038743
40000	2.20537e-06	0.000220537
41000	7.03335e-06	0.000703335
42000	5.60284e-06	0.000560284
43000	5.00679e-06	0.000500679
44000	3.99351e-06	0.000399351
45000	7.15256e-07	7.15256e-05
46000	3.45707e-06	0.000345707
47000	8.34465e-07	8.34465e-05
48000	5.36442e-06	0.000536442
49000	7.03335e-06	0.000703335
50000	8.28505e-06	0.000828505
51000	1.13249e-05	0.00113249
52000	6.31809e-06	0.000631809
53000	4.05312e-06	0.000405312
54000	1.0252e-05	0.0010252
55000	9.71556e-06	0.000971556
56000	7.7486e-07	7.7486e-05
57000	9.29832e-06	0.000929832
58000	1.0252e-05	0.0010252
59000	4.05312e-06	0.000405312
60000	2.02656e-05	0.00202656
61000	7.09295e-06	0.000709295
62000	1.11461e-05	0.00111461
63000	7.15256e-06	0.000715256
64000	1.01328e-05	0.00101328
65000	1.09076e-05	0.00109076
66000	1.16229e-05	0.00116229
67000	7.39098e-06	0.000739098
68000	1.68085e-05	0.00168085
69000	8.28505e-06	0.000828505
70000	1.5378e-05	0.0015378
71000	5.1856e-06	0.00051856
72000	2.19345e-05	0.00219345
73000	9.89437e-06	0.000989437
74000	1.15633e-05	0.00115633
75000	1.7643e-05	0.0017643
76000	8.58307e-06	0.000858307
77000	1.50204e-05	0.00150204
78000	2.63453e-05	0.00263453
79000	2.14577e-06	0.000214577
80000	1.71065e-05	0.00171065
81000	1.94907e-05	0.00194907
82000	8.52346e-06	0.000852346
83000	1.4782e-05	0.0014782
84000	4.1008e-05	0.0041008
85000	8.10623e-06	0.000810623
86000	1.28746e-05	0.00128746
87000	2.25306e-05	0.00225306
88000	2.12789e-05	0.00212789
89000	9.17912e-06	0.000917912
90000	1.32322e-05	0.00132322
91000	4.60148e-05	0.00460148
92000	2.39611e-05	0.00239611
93000	2.80142e-06	0.000280142
94000	1.98483e-05	0.00198483
95000	2.73585e-05	0.00273585
96000	2.58684e-05	0.00258684
97000	1.52588e-05	0.00152588
98000	4.05312e-06	0.000405312
99000	3.19481e-05	0.00319481
100000	5.78165e-05	0.00578165
101000	2.36034e-05	0.00236034
102000	2.68221e-06	0.000268221
103000	2.06828e-05	0.00206828
104000	3.0756e-05	0.0030756
105000	3.35574e-05	0.00335574
106000	2.87294e-05	0.00287294
107000	1.66893e-05	0.00166893
108000	2.86102e-06	0.000286102
109000	2.90871e-05	0.00290871
110000	6.2108e-05	0.0062108
111000	5.30481e-05	0.00530481
112000	2.12193e-05	0.00212193
113000	3.75509e-06	0.000375509
114000	2.2471e-05	0.0022471
115000	3.51071e-05	0.00351071
116000	4.11272e-05	0.00411272
117000	4.09484e-05	0.00409484
118000	3.51071e-05	0.00351071
119000	2.34842e-05	0.00234842
120000	5.84126e-06	0.000584126
121000	1.71661e-05	0.00171661
122000	4.6134e-05	0.0046134
123000	8.01086e-05	0.00801086
124000	7.00951e-05	0.00700951
125000	3.71933e-05	0.00371933
126000	9.77516e-06	0.000977516
127000	1.26362e-05	0.00126362
128000	2.97427e-05	0.00297427
129000	4.22001e-05	0.00422001
130000	4.97699e-05	0.00497699
131000	5.23329e-05	0.00523329
132000	5.03659e-05	0.00503659
133000	4.36902e-05	0.00436902
134000	3.24845e-05	0.00324845
135000	1.66297e-05	0.00166297
136000	3.33786e-06	0.000333786
137000	2.75373e-05	0.00275373
138000	5.61476e-05	0.00561476
139000	8.9407e-05	0.0089407
140000	0.00011158	0.011158
141000	7.61747e-05	0.00761747
142000	4.44651e-05	0.00444651
143000	1.68085e-05	0.00168085
144000	6.3777e-06	0.00063777
145000	2.58684e-05	0.00258684
146000	4.18425e-05	0.00418425
147000	5.36442e-05	0.00536442
148000	6.2108e-05	0.0062108
149000	6.67572e-05	0.00667572
150000	6.79493e-05	0.00679493
151000	6.51479e-05	0.00651479
152000	5.91874e-05	0.00591874
153000	4.97699e-05	0.00497699
154000	3.67761e-05	0.00367761
155000	2.06232e-05	0.00206232
156000	1.01328e-06	0.000101328
157000	2.16961e-05	0.00216961
158000	4.78029e-05	0.00478029
159000	7.689e-05	0.007689
160000	0.000108957	0.0108957
161000	0.000144243	0.0144243
162000	0.000131488	0.0131488
163000	9.70364e-05	0.00970364
164000	6.56843e-05	0.00656843
165000	3.73125e-05	0.00373125
166000	1.14441e-05	0.00114441
167000	1.12653e-05	0.00112653
168000	3.0756e-05	0.0030756
169000	4.72665e-05	0.00472665
170000	6.13332e-05	0.00613332
171000	7.26581e-05	0.00726581
172000	8.14795e-05	0.00814795
173000	8.6844e-05	0.0086844
174000	9.01222e-05	0.00901222
175000	9.08375e-05	0.00908375
176000	8.92282e-05	0.00892282
177000	8.43406e-05	0.00843406
178000	7.73072e-05	0.00773072
179000	6.84261e-05	0.00684261
180000	5.6088e-05	0.0056088
181000	4.1306e-05	0.0041306
182000	2.47359e-05	0.00247359
183000	6.07967e-06	0.000607967
184000	1.56164e-05	0.00156164
185000	3.89814e-05	0.00389814
186000	6.50883e-05	0.00650883
187000	9.39369e-05	0.00939369
188000	0.000124454	0.0124454
189000	0.000156879	0.0156879
190000	0.000191927	0.0191927
191000	0.000202537	0.0202537
192000	0.000167012	0.0167012
193000	0.000133514	0.0133514
194000	0.000101566	0.0101566
195000	7.33137e-05	0.00733137
196000	4.58956e-05	0.00458956
197000	2.0504e-05	0.0020504
198000	2.68221e-06	0.000268221
199000	2.39015e-05	0.00239015
200000	4.26173e-05	0.00426173
201000	6.03795e-05	0.00603795
202000	7.4923e-05	0.0074923
203000	8.82149e-05	0.00882149
204000	9.94205e-05	0.00994205
205000	0.00010854	0.010854
206000	0.000116706	0.0116706
207000	0.000122249	0.0122249
208000	0.000126302	0.0126302
209000	0.000128269	0.0128269
210000	0.000129223	0.0129223
211000	0.000126958	0.0126958
212000	0.000124812	0.0124812
213000	0.000119209	0.0119209
214000	0.000112951	0.0112951
215000	0.000104249	0.0104249
216000	9.5129e-05	0.0095129
217000	8.30293e-05	0.00830293
218000	6.95586e-05	0.00695586
219000	5.45979e-05	0.00545979
220000	3.79086e-05	0.00379086
221000	1.93119e-05	0.00193119
222000	5.36442e-07	5.36442e-05
223000	2.15769e-05	0.00215769
224000	4.33922e-05	0.00433922
225000	6.81877e-05	0.00681877
226000	9.39369e-05	0.00939369
227000	0.000120759	0.0120759
228000	0.000150442	0.0150442
229000	0.000180244	0.0180244
230000	0.000212669	0.0212669
231000	0.000245571	0.0245571
232000	0.000280142	0.0280142
233000	0.00031662	0.031662
234000	0.00028038	0.028038
235000	0.000246525	0.0246525
236000	0.000212431	0.0212431
237000	0.000181317	0.0181317
238000	0.000150681	0.0150681
239000	0.00012064	0.012064
240000	9.35793e-05	0.00935793
241000	6.62804e-05	0.00662804
242000	4.19617e-05	0.00419617
243000	1.77622e-05	0.00177622
244000	5.66244e-06	0.000566244
245000	2.59876e-05	0.00259876
246000	4.60744e-05	0.00460744
247000	6.49691e-05	0.00649691
248000	8.18968e-05	0.00818968
249000	9.86457e-05	0.00986457
250000	0.000112474	0.0112474
251000	0.000126302	0.0126302
