2.7	0.315789
2.738	0.173684
2.776	0.242105
2.814	0.289474
2.852	0.294737
2.89	0.352632
2.928	0.363158
2.966	0.4
3.004	0.489474
3.042	0.473684
3.08	0.626316
3.118	0.710526
3.156	0.742105
3.194	0.773684
3.232	0.768421
3.27	0.805263
3.308	0.915789
3.346	0.842105
3.384	0.936842
3.422	1.07368
3.46	1.02632
3.498	0.915789
3.536	0.852632
3.574	0.910526
3.612	0.910526
3.65	1.03158
3.688	0.936842
3.726	0.868421
3.764	0.794737
3.802	0.742105
3.84	0.626316
3.878	0.542105
3.916	0.647368
3.954	0.568421
3.992	0.478947
4.03	0.342105
4.068	0.352632
4.106	0.305263
4.144	0.263158
4.182	0.189474
4.22	0.194737
4.258	0.194737
4.296	0.105263
4.334	0.126316
4.372	0.0947368
4.41	0.0421053
4.448	0.0368421
4.486	0.0263158
4.524	0.0105263
4.562	0.0157895
