2.7	0.231579
2.738	0.242105
2.776	0.173684
2.814	0.231579
2.852	0.3
2.89	0.347368
2.928	0.415789
2.966	0.531579
3.004	0.447368
3.042	0.531579
3.08	0.610526
3.118	0.642105
3.156	0.705263
3.194	0.642105
3.232	0.778947
3.27	0.815789
3.308	0.931579
3.346	0.9
3.384	1.02105
3.422	0.989474
3.46	1.02105
3.498	1.06316
3.536	1.12632
3.574	0.989474
3.612	1.00526
3.65	0.805263
3.688	0.794737
3.726	0.8
3.764	0.805263
3.802	0.794737
3.84	0.652632
3.878	0.457895
3.916	0.573684
3.954	0.452632
3.992	0.5
4.03	0.421053
4.068	0.342105
4.106	0.326316
4.144	0.278947
4.182	0.215789
4.22	0.152632
4.258	0.157895
4.296	0.121053
4.334	0.105263
4.372	0.1
4.41	0.0842105
4.448	0.0421053
4.486	0.0210526
4.524	0.0473684
4.562	0.0263158
